shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
121,-23.638008,-46.755151,33,2077.8
121,-23.638039,-46.754783,34,2115.6
121,-23.638087,-46.754488,35,2146.1
121,-23.638278,-46.754121,36,2189.1
121,-23.638391,-46.753733,37,2230.6
121,-23.638556,-46.752683,38,2339.3
121,-23.638718,-46.751784,39,2432.8
121,-23.638743,-46.751175,40,2495.0
121,-23.638718,-46.751784,41,2557.1
121,-23.638556,-46.752683,42,2650.6
121,-23.638391,-46.753733,43,2759.3
121,-23.638278,-46.754121,44,2800.8
121,-23.638087,-46.754488,45,2843.9
121,-23.638039,-46.754783,46,2874.4
121,-23.638008,-46.755151,47,2912.1
121,-23.637747,-46.755874,48,2991.3
121,-23.637521,-46.756233,49,3035.7
121,-23.636577,-46.756962,50,3164.0
121,-23.636111,-46.757226,51,3222.2
121,-23.635254,-46.757502,52,3321.2
121,-23.634437,-46.757560,53,3411.9
121,-23.633786,-46.757505,54,3484.2
121,-23.633223,-46.757385,55,3547.8
121,-23.633240,-46.757630,56,3572.8
121,-23.633326,-46.757811,57,3593.6
121,-23.634240,-46.757838,58,3694.9
121,-23.634790,-46.757800,59,3756.0
121,-23.635230,-46.757714,60,3805.5
121,-23.635660,-46.757564,61,3855.5
121,-23.636220,-46.757382,62,3920.3
121,-23.636717,-46.757103,63,3982.2
121,-23.637419,-46.756626,64,4074.0
121,-23.637753,-46.756271,65,4125.7
121,-23.638053,-46.755638,66,4198.3
121,-23.638432,-46.754673,67,4305.4
121,-23.638628,-46.754233,68,4355.3
121,-23.638869,-46.753906,69,4398.0
121,-23.639316,-46.753546,70,4459.6
121,-23.639002,-46.752903,71,4534.0
121,-23.638986,-46.752666,72,4558.1
121,-23.638556,-46.752683,73,4605.9
121,-23.638986,-46.752666,74,4653.6
121,-23.638989,-46.751049,75,4818.6
121,-23.638955,-46.750459,76,4878.9
121,-23.639050,-46.749983,77,4928.6
121,-23.639174,-46.749518,78,4978.1
121,-23.639365,-46.749164,79,5020.0
121,-23.639508,-46.748863,80,5054.4
121,-23.639587,-46.748423,81,5100.2
121,-23.639606,-46.748187,82,5124.3
121,-23.639646,-46.747983,83,5145.6
121,-23.639768,-46.747731,84,5174.7
121,-23.639881,-46.747324,85,5218.1
121,-23.639980,-46.746771,86,5275.5
121,-23.640024,-46.746508,87,5302.8
122,-23.586154,-46.692411,1,0.0
122,-23.585964,-46.692625,2,30.3
122,-23.585391,-46.692774,3,95.6
122,-23.585070,-46.692913,4,133.9
122,-23.584933,-46.693040,5,153.8
122,-23.584748,-46.693435,6,199.1
122,-23.584711,-46.693695,7,225.9
122,-23.584534,-46.695270,8,387.9
122,-23.584435,-46.696326,9,496.2
122,-23.584292,-46.697778,10,645.3
122,-23.584125,-46.698153,11,687.8
122,-23.582850,-46.698875,12,847.1
122,-23.581752,-46.699506,13,984.7
122,-23.579862,-46.700625,14,1223.2
122,-23.579614,-46.700768,15,1254.2
122,-23.579016,-46.700950,16,1323.0
122,-23.579070,-46.701114,17,1340.7
122,-23.577546,-46.701500,18,1514.0
122,-23.576022,-46.701918,19,1688.1
122,-23.574971,-46.702540,20,1820.7
122,-23.572658,-46.703882,21,2111.2
122,-23.574971,-46.702540,22,2401.8
122,-23.575081,-46.702806,23,2431.5
122,-23.575252,-46.703051,24,2462.9
122,-23.575468,-46.703201,25,2491.4
122,-23.575753,-46.703319,26,2525.2
122,-23.575888,-46.703351,27,2540.5
122,-23.576053,-46.703362,28,2558.8
122,-23.576228,-46.703315,29,2578.7
122,-23.576383,-46.703241,30,2597.4
122,-23.576567,-46.703123,31,2621.1
122,-23.576729,-46.703035,32,2641.3
122,-23.576916,-46.702992,33,2662.4
122,-23.577108,-46.702986,34,2683.6
122,-23.577389,-46.703058,35,2715.7
122,-23.577676,-46.703150,36,2748.8
122,-23.578182,-46.703399,37,2810.3
122,-23.578499,-46.703507,38,2847.1
122,-23.578947,-46.703579,39,2897.2
122,-23.579925,-46.703611,40,3005.6
122,-23.580753,-46.703660,41,3097.5
122,-23.581553,-46.703667,42,3186.1
122,-23.582368,-46.703701,43,3276.5
122,-23.583284,-46.703761,44,3378.1
122,-23.584008,-46.703751,45,3458.2
122,-23.583820,-46.704702,46,3557.6
122,-23.584411,-46.704871,47,3625.3
122,-23.585097,-46.705137,48,3706.0
122,-23.585058,-46.705218,49,3715.3
122,-23.585018,-46.705331,50,3727.6
123,-23.565241,-46.515104,1,0.0
123,-23.565757,-46.515107,2,57.2
123,-23.566069,-46.515226,3,93.8
123,-23.566402,-46.515420,4,135.7
123,-23.566686,-46.515710,5,178.9
123,-23.567080,-46.516461,6,267.1
123,-23.567384,-46.517271,7,356.4
123,-23.567497,-46.517502,8,383.1
123,-23.567738,-46.517770,9,421.3
123,-23.568068,-46.517958,10,462.6
123,-23.568505,-46.518145,11,514.7
123,-23.568933,-46.518317,12,565.2
123,-23.570098,-46.518714,13,700.4
123,-23.570669,-46.518886,14,766.0
123,-23.571888,-46.519261,15,906.4
123,-23.572872,-46.519519,16,1018.4
123,-23.573540,-46.519658,17,1093.8
123,-23.574435,-46.519798,18,1194.0
123,-23.575517,-46.519948,19,1314.7
123,-23.576107,-46.520066,20,1381.2
123,-23.576815,-46.520517,21,1472.1
123,-23.578329,-46.521697,22,1678.6
123,-23.578880,-46.522040,23,1748.9
123,-23.579725,-46.522383,24,1848.9
123,-23.580315,-46.522834,25,1928.8
123,-23.580935,-46.523167,26,2005.4
123,-23.582007,-46.523478,27,2128.3
123,-23.582469,-46.523682,28,2183.5
123,-23.582960,-46.523950,29,2244.5
123,-23.583275,-46.524186,30,2286.8
123,-23.583698,-46.524583,31,2348.7
124,-23.524669,-46.594481,1,0.0
124,-23.525938,-46.595522,2,176.2
124,-23.528751,-46.597796,3,564.9
124,-23.529056,-46.598032,4,606.4
125,-23.527443,-46.508758,1,0.0
125,-23.527443,-46.508222,2,54.8
125,-23.527472,-46.507932,3,84.5
125,-23.527649,-46.507267,4,155.2
125,-23.527807,-46.506698,5,215.9
125,-23.528240,-46.505732,6,325.5
125,-23.528997,-46.504531,7,474.2
125,-23.529076,-46.504424,8,488.1
125,-23.529504,-46.503833,9,564.8
125,-23.529956,-46.503152,10,650.6
125,-23.530261,-46.502771,11,702.1
125,-23.530492,-46.502417,12,746.4
125,-23.530832,-46.501827,13,817.4
125,-23.531023,-46.501548,14,852.9
125,-23.531195,-46.501387,15,878.1
125,-23.531466,-46.501242,16,911.5
125,-23.531761,-46.501087,17,947.8
125,-23.531953,-46.500931,18,974.4
125,-23.532105,-46.500792,19,996.5
125,-23.532558,-46.500432,20,1058.6
125,-23.533320,-46.499789,21,1165.6
125,-23.534594,-46.498694,22,1345.5
125,-23.535386,-46.497994,23,1458.7
125,-23.535897,-46.497591,24,1528.7
125,-23.536424,-46.497224,25,1598.0
125,-23.537756,-46.496506,26,1762.8
125,-23.538863,-46.495846,27,1902.7
125,-23.539502,-46.495460,28,1983.7
125,-23.537756,-46.496506,29,2204.6
125,-23.537092,-46.496862,30,2286.7
125,-23.536424,-46.497224,31,2369.5
125,-23.535897,-46.497591,32,2438.7
125,-23.535386,-46.497994,33,2508.8
125,-23.535435,-46.497707,34,2538.6
125,-23.535784,-46.496543,35,2663.6
125,-23.536020,-46.495755,36,2748.3
125,-23.536630,-46.493512,37,2987.0
125,-23.536827,-46.492794,38,3063.6
125,-23.536871,-46.492547,39,3089.2
125,-23.536915,-46.492177,40,3127.3
125,-23.536994,-46.491275,41,3219.8
125,-23.537063,-46.490562,42,3293.0
125,-23.537112,-46.489988,43,3351.9
126,-23.602359,-46.702498,1,0.0
126,-23.602035,-46.702563,2,36.5
126,-23.601396,-46.702756,3,110.0
126,-23.601121,-46.702756,4,140.5
126,-23.600531,-46.702606,5,207.6
126,-23.600197,-46.702627,6,244.7
126,-23.599734,-46.702734,7,297.0
126,-23.599440,-46.702842,8,331.5
126,-23.598761,-46.702777,9,406.9
126,-23.598653,-46.703185,10,450.2
126,-23.597906,-46.703045,11,534.2
126,-23.597463,-46.703035,12,583.2
126,-23.597031,-46.703110,13,631.7
126,-23.596736,-46.703281,14,668.7
126,-23.596628,-46.703603,15,703.7
126,-23.596569,-46.704129,16,757.8
126,-23.596490,-46.704494,17,796.0
126,-23.596343,-46.704633,18,817.7
126,-23.596185,-46.704644,19,835.1
126,-23.595979,-46.704451,20,865.3
126,-23.595527,-46.704204,21,921.4
126,-23.595232,-46.704086,22,956.2
126,-23.594917,-46.703936,23,994.3
126,-23.594779,-46.703807,24,1014.4
126,-23.594622,-46.703507,25,1049.7
126,-23.594514,-46.703367,26,1068.3
126,-23.594189,-46.703249,27,1106.2
126,-23.592887,-46.702868,28,1255.6
126,-23.592565,-46.702772,29,1292.6
126,-23.592356,-46.702761,30,1315.8
126,-23.592046,-46.702654,31,1351.8
126,-23.591751,-46.702568,32,1385.6
126,-23.591343,-46.702455,33,1432.2
126,-23.590945,-46.702294,34,1479.3
126,-23.590586,-46.702096,35,1523.9
126,-23.590237,-46.701865,36,1569.2
126,-23.589863,-46.701538,37,1622.3
126,-23.589175,-46.700749,38,1733.2
127,-23.557187,-46.761850,1,0.0
127,-23.557718,-46.761528,2,67.4
127,-23.558092,-46.760992,3,136.0
127,-23.558347,-46.760241,4,217.8
127,-23.558406,-46.759168,5,327.5
127,-23.558229,-46.758116,6,436.6
127,-23.557600,-46.756464,7,619.1
127,-23.556715,-46.753868,8,901.8
127,-23.556479,-46.753031,9,991.1
127,-23.556538,-46.752366,10,1059.3
127,-23.556734,-46.749748,11,1327.5
127,-23.556754,-46.749018,12,1402.0
128,-23.553292,-46.733462,1,0.0
128,-23.551915,-46.735028,2,221.0
128,-23.549161,-46.738182,3,664.5
129,-23.562611,-46.749635,1,0.0
129,-23.563589,-46.748841,2,135.3
129,-23.563471,-46.748670,3,157.2
129,-23.564735,-46.747656,4,331.3
129,-23.564892,-46.747490,5,355.6
129,-23.564794,-46.747414,6,368.9
129,-23.564597,-46.747221,7,398.3
129,-23.564027,-46.746358,8,506.8
129,-23.564754,-46.745789,9,606.1
129,-23.567070,-46.743933,10,925.0
129,-23.567611,-46.743560,11,995.9
129,-23.567761,-46.743180,12,1038.2
129,-23.567773,-46.742628,13,1094.5
129,-23.567641,-46.742232,14,1137.5
130,-23.573607,-46.709858,1,0.0
130,-23.572243,-46.709322,2,160.7
130,-23.572208,-46.709225,3,171.3
130,-23.572078,-46.709215,4,185.7
130,-23.572023,-46.709027,5,205.9
130,-23.571707,-46.708887,6,243.6
131,-23.572085,-46.664379,1,0.0
131,-23.573373,-46.662909,2,207.1
131,-23.574947,-46.661257,3,449.6
131,-23.576146,-46.659991,4,634.9
131,-23.577051,-46.659068,5,772.4
131,-23.577208,-46.659175,6,793.0
131,-23.577916,-46.658446,7,901.2
131,-23.578506,-46.659433,8,1021.3
131,-23.578801,-46.659830,9,1073.3
131,-23.579116,-46.660109,10,1118.3
131,-23.578801,-46.659830,11,1163.3
131,-23.578506,-46.659433,12,1215.4
131,-23.578148,-46.658832,13,1288.5
131,-23.578379,-46.658757,14,1315.2
131,-23.579824,-46.655742,15,1662.1
132,-23.488296,-46.651033,1,0.0
132,-23.487716,-46.647288,2,387.9
132,-23.486653,-46.645872,3,574.3
132,-23.486377,-46.644585,4,709.4
132,-23.486220,-46.640079,5,1170.0
132,-23.485748,-46.638834,6,1307.5
132,-23.485118,-46.637632,7,1448.6
132,-23.483780,-46.636345,8,1646.8
132,-23.482914,-46.635572,9,1771.0
132,-23.482638,-46.634457,10,1889.0
132,-23.482638,-46.632998,11,2038.0
132,-23.482560,-46.631624,12,2178.6
132,-23.482284,-46.630551,13,2292.4
132,-23.481851,-46.629779,14,2384.7
132,-23.480532,-46.628534,15,2578.3
132,-23.480060,-46.628234,16,2639.0
132,-23.478997,-46.627869,17,2762.4
132,-23.478190,-46.627183,18,2876.1
132,-23.477659,-46.626839,19,2944.6
132,-23.476734,-46.626625,20,3049.3
132,-23.474126,-46.626131,21,3342.5
132,-23.472296,-46.625702,22,3549.9
133,-23.581318,-46.489875,1,0.0
133,-23.582105,-46.491120,2,154.0
133,-23.582498,-46.491506,3,212.8
133,-23.582852,-46.491935,4,271.6
133,-23.583639,-46.492042,5,359.4
133,-23.585684,-46.492858,6,600.7
133,-23.588555,-46.494081,7,942.3
133,-23.589538,-46.494510,8,1059.7
134,-23.607496,-46.719418,1,0.0
134,-23.608678,-46.719348,2,131.1
134,-23.609004,-46.719431,3,168.2
134,-23.610111,-46.719730,4,294.5
134,-23.610339,-46.719869,5,323.5
134,-23.610719,-46.720432,6,394.7
134,-23.610880,-46.720778,7,434.2
134,-23.610970,-46.721412,8,499.7
134,-23.611664,-46.721353,9,576.8
134,-23.613060,-46.720716,10,744.6
134,-23.611640,-46.720426,11,904.7
134,-23.613060,-46.720716,12,1064.8
134,-23.613449,-46.720598,13,1109.4
134,-23.614078,-46.720909,14,1186.0
134,-23.615022,-46.720780,15,1291.4
134,-23.615867,-46.720501,16,1389.2
134,-23.616634,-46.720501,17,1474.1
134,-23.617243,-46.720630,18,1542.9
134,-23.617833,-46.721016,19,1619.2
134,-23.618266,-46.721660,20,1700.5
134,-23.618541,-46.722368,21,1778.9
134,-23.619091,-46.722797,22,1854.0
134,-23.619878,-46.723055,23,1945.0
134,-23.620841,-46.723634,24,2066.9
134,-23.621146,-46.723934,25,2112.5
134,-23.621293,-46.724331,26,2156.2
134,-23.621264,-46.724728,27,2196.9
134,-23.620998,-46.725265,28,2259.0
134,-23.620880,-46.725565,29,2292.3
134,-23.620988,-46.725951,30,2333.5
134,-23.621185,-46.726144,31,2362.9
134,-23.621726,-46.726295,32,2424.7
134,-23.621912,-46.726477,33,2452.5
134,-23.622188,-46.726498,34,2483.1
134,-23.622974,-46.726788,35,2575.0
134,-23.623937,-46.727024,36,2684.4
134,-23.624272,-46.726949,37,2722.2
134,-23.624871,-46.726928,38,2788.7
134,-23.625245,-46.726788,39,2832.4
134,-23.625559,-46.726649,40,2870.1
134,-23.625923,-46.726541,41,2911.8
134,-23.626203,-46.726531,42,2942.8
134,-23.626488,-46.726590,43,2975.0
134,-23.627663,-46.726895,44,3108.8
134,-23.629039,-46.727250,45,3265.4
134,-23.629609,-46.727335,46,3329.1
134,-23.630150,-46.727378,47,3389.2
134,-23.630838,-46.727421,48,3465.5
134,-23.631712,-46.727250,49,3564.0
134,-23.632253,-46.727196,50,3624.1
134,-23.632892,-46.727164,51,3694.9
134,-23.633541,-46.727067,52,3767.4
134,-23.634229,-46.726949,53,3844.6
135,-23.511083,-46.624551,1,0.0
135,-23.511096,-46.624322,2,23.5
135,-23.511099,-46.624097,3,46.4
135,-23.511093,-46.623508,4,106.6
135,-23.511132,-46.622183,5,242.0
135,-23.511049,-46.621459,6,316.5
135,-23.510921,-46.620911,7,374.2
135,-23.510675,-46.620375,8,435.4
135,-23.509952,-46.618857,9,609.9
135,-23.509322,-46.617462,10,768.5
135,-23.508555,-46.615917,11,947.7
135,-23.508181,-46.615316,12,1021.8
135,-23.507709,-46.615059,13,1080.3
135,-23.506154,-46.614866,14,1253.6
135,-23.504187,-46.614630,15,1472.8
135,-23.503478,-46.614673,16,1551.4
135,-23.502632,-46.614823,17,1646.4
135,-23.501299,-46.615054,18,1795.9
136,-23.540028,-46.463928,1,0.0
136,-23.540260,-46.464405,2,55.1
136,-23.540412,-46.464829,3,101.5
136,-23.540505,-46.465392,4,160.0
136,-23.540464,-46.465915,5,213.6
136,-23.540284,-46.466417,6,268.5
136,-23.540016,-46.466833,7,320.3
136,-23.539645,-46.467232,8,378.2
136,-23.538976,-46.468230,9,504.2
136,-23.538801,-46.468737,10,559.5
136,-23.538696,-46.469265,11,614.7
136,-23.538666,-46.470478,12,738.5
136,-23.538681,-46.471473,13,840.1
136,-23.538804,-46.472017,14,897.4
136,-23.538971,-46.472409,15,941.4
136,-23.539094,-46.472602,16,965.4
136,-23.539251,-46.472409,17,991.7
136,-23.539551,-46.472189,18,1031.8
136,-23.539694,-46.472082,19,1051.0
136,-23.539969,-46.472001,20,1082.6
136,-23.540279,-46.472049,21,1117.3
136,-23.540678,-46.472280,22,1167.3
136,-23.540860,-46.472414,23,1191.7
136,-23.541086,-46.472481,24,1217.6
136,-23.541233,-46.472462,25,1234.1
136,-23.541553,-46.472430,26,1269.7
136,-23.542118,-46.472360,27,1332.7
136,-23.542328,-46.472385,28,1356.1
137,-23.614382,-46.470453,1,0.0
137,-23.614913,-46.470968,2,78.9
137,-23.615109,-46.471054,3,102.3
137,-23.615345,-46.470518,4,163.0
137,-23.615493,-46.470303,5,190.3
137,-23.616014,-46.470550,6,253.3
137,-23.616997,-46.470904,7,368.0
137,-23.617469,-46.471129,8,425.1
137,-23.617901,-46.471269,9,475.0
137,-23.618039,-46.471258,10,490.3
137,-23.618314,-46.472685,11,639.1
137,-23.618422,-46.473275,12,700.5
137,-23.618550,-46.473779,13,753.9
137,-23.620265,-46.471552,14,1050.1
137,-23.621113,-46.470417,15,1199.2
137,-23.621932,-46.469282,16,1346.3
137,-23.622640,-46.468433,17,1463.2
137,-23.622542,-46.468128,18,1496.0
137,-23.622375,-46.467928,19,1523.6
137,-23.622229,-46.467720,20,1550.2
137,-23.621820,-46.467299,21,1612.7
137,-23.621452,-46.466881,22,1671.7
137,-23.620953,-46.467041,23,1729.4
137,-23.621735,-46.467889,24,1851.7
137,-23.622003,-46.468305,25,1903.5
137,-23.622261,-46.468865,26,1967.4
138,-23.548413,-46.546867,1,0.0
138,-23.548586,-46.546518,2,40.4
138,-23.548659,-46.546336,3,60.7
138,-23.548822,-46.546105,4,90.3
138,-23.549333,-46.545010,5,215.6
138,-23.549795,-46.543975,6,333.1
138,-23.548817,-46.543449,7,454.0
138,-23.547927,-46.542983,8,563.5
138,-23.548369,-46.541947,9,680.0
138,-23.549043,-46.540467,10,848.6
138,-23.549500,-46.539469,11,962.4
138,-23.550194,-46.537854,12,1144.3
138,-23.550639,-46.536832,13,1259.7
138,-23.551089,-46.535843,14,1372.3
138,-23.551315,-46.535296,15,1433.6
138,-23.551571,-46.534764,16,1494.7
138,-23.550612,-46.534303,17,1610.9
138,-23.551502,-46.532404,18,1828.4
138,-23.552003,-46.531235,19,1960.1
138,-23.552790,-46.529475,20,2159.8
139,-23.547775,-46.749083,1,0.0
139,-23.548542,-46.748664,2,95.1
139,-23.549024,-46.748407,3,154.6
139,-23.549299,-46.748289,4,187.4
139,-23.549610,-46.748194,5,223.2
139,-23.549921,-46.748184,6,257.6
139,-23.550356,-46.748198,7,305.8
139,-23.550612,-46.748224,8,334.3
139,-23.550715,-46.748310,9,348.7
140,-23.469176,-46.685526,1,0.0
140,-23.470495,-46.684946,2,157.6
140,-23.471774,-46.684410,3,309.5
140,-23.473408,-46.683702,4,504.3
141,-23.516528,-46.583956,1,0.0
141,-23.515323,-46.582958,2,167.9
141,-23.514123,-46.582014,3,332.1
142,-23.506666,-46.747216,1,0.0
142,-23.506194,-46.747152,2,52.7
142,-23.505623,-46.747238,3,116.5
142,-23.505195,-46.747318,4,164.6
142,-23.504984,-46.747404,5,189.6
142,-23.504748,-46.747447,6,216.2
142,-23.504261,-46.747559,7,271.3
142,-23.503818,-46.747651,8,321.2
142,-23.503503,-46.747688,9,356.3
142,-23.503272,-46.747704,10,382.0
142,-23.502864,-46.747629,11,427.8
142,-23.502052,-46.747468,12,519.2
142,-23.501368,-46.747361,13,595.7
142,-23.500611,-46.747104,14,683.7
142,-23.499843,-46.746798,15,774.2
142,-23.499356,-46.746615,16,831.3
142,-23.499086,-46.746535,17,862.3
142,-23.498835,-46.746530,18,890.1
142,-23.498102,-46.746567,19,971.4
142,-23.497349,-46.746605,20,1054.9
142,-23.497034,-46.746578,21,1089.8
142,-23.494820,-46.746041,22,1341.1
142,-23.493113,-46.745634,23,1534.7
142,-23.492109,-46.745473,24,1647.0
142,-23.491593,-46.745296,25,1707.0
142,-23.491116,-46.745221,26,1760.4
142,-23.490338,-46.745087,27,1847.6
142,-23.489618,-46.744674,28,1937.9
143,-23.675179,-46.711982,1,0.0
143,-23.676240,-46.712004,2,117.6
143,-23.677321,-46.712079,3,237.5
143,-23.678274,-46.712122,4,343.1
143,-23.678716,-46.712293,5,395.2
143,-23.680632,-46.713109,6,623.1
143,-23.682381,-46.713806,7,829.4
143,-23.682873,-46.713967,8,886.3
143,-23.683472,-46.714031,9,953.0
143,-23.685727,-46.714106,10,1202.8
143,-23.686090,-46.714123,11,1243.1
144,-23.561199,-46.764017,1,0.0
144,-23.561819,-46.763599,2,80.8
144,-23.562320,-46.763095,3,156.6
144,-23.563029,-46.762429,4,260.3
144,-23.563855,-46.761593,5,385.5
144,-23.564346,-46.760219,6,535.9
144,-23.564799,-46.759211,7,650.4
144,-23.565133,-46.758717,8,712.9
144,-23.565605,-46.758417,9,773.5
144,-23.566254,-46.757752,10,872.4
144,-23.567651,-46.756786,11,1055.8
145,-23.552862,-46.746943,1,0.0
145,-23.552692,-46.746132,2,84.9
145,-23.552260,-46.744276,3,280.3
145,-23.551915,-46.742946,4,421.4
146,-23.529511,-46.641567,1,0.0
146,-23.529189,-46.640996,2,68.3
146,-23.528225,-46.638866,3,310.6
146,-23.528328,-46.638421,4,357.5
146,-23.528742,-46.636774,5,531.8
146,-23.529106,-46.635535,6,664.6
147,-23.516878,-46.608514,1,0.0
147,-23.511959,-46.606004,2,602.1
147,-23.510601,-46.605382,3,765.3
147,-23.510149,-46.605317,4,815.9
147,-23.508555,-46.605167,5,993.1
147,-23.506961,-46.604888,6,1171.9
147,-23.505229,-46.603987,7,1384.6
148,-23.513662,-46.653334,1,0.0
148,-23.510570,-46.652744,2,347.7
149,-23.564479,-46.672093,1,0.0
149,-23.564589,-46.672023,2,14.2
149,-23.564680,-46.671913,3,29.3
149,-23.564867,-46.671632,4,64.7
149,-23.565398,-46.670956,5,155.3
149,-23.565959,-46.670473,6,234.6
149,-23.566382,-46.670301,7,284.6
149,-23.567237,-46.670226,8,379.7
149,-23.567709,-46.670172,9,432.2
149,-23.567109,-46.669604,10,520.5
149,-23.568486,-46.668155,11,732.9
149,-23.570178,-46.666342,12,996.2
149,-23.570989,-46.665468,13,1122.9
149,-23.571131,-46.665564,14,1141.5
149,-23.571913,-46.664631,15,1270.2
149,-23.572085,-46.664379,16,1302.2
150,-23.602133,-46.617279,1,0.0
150,-23.602133,-46.617333,2,5.5
150,-23.602074,-46.618567,3,131.6
150,-23.602045,-46.619168,4,193.0
150,-23.601956,-46.619608,5,238.9
150,-23.601868,-46.619962,6,276.4
150,-23.601740,-46.620241,7,308.2
150,-23.601464,-46.620605,8,356.3
150,-23.601022,-46.621099,9,426.6
150,-23.600599,-46.621496,10,488.5
150,-23.600177,-46.621866,11,548.6
150,-23.600051,-46.621949,12,564.9
150,-23.599896,-46.622043,13,584.6
150,-23.599670,-46.622231,14,616.1
150,-23.599489,-46.622397,15,642.4
150,-23.599336,-46.622537,16,664.5
150,-23.599034,-46.622926,17,716.4
151,-23.584829,-46.804508,1,0.0
151,-23.585881,-46.801461,2,332.1
151,-23.586373,-46.800023,3,488.6
151,-23.586462,-46.799798,4,513.7
151,-23.586825,-46.800313,5,579.9
151,-23.586894,-46.800559,6,606.2
151,-23.586501,-46.801761,7,736.4
151,-23.585409,-46.804872,8,1076.2
151,-23.585233,-46.805345,9,1128.2
151,-23.585409,-46.804872,10,1180.2
151,-23.586511,-46.801750,11,1521.5
151,-23.586875,-46.800549,12,1650.6
151,-23.586825,-46.800291,13,1677.4
151,-23.586462,-46.799798,14,1741.9
151,-23.586658,-46.799369,15,1790.8
151,-23.588340,-46.796933,16,2101.4
151,-23.588733,-46.796418,17,2169.7
151,-23.588871,-46.796279,18,2190.6
151,-23.589224,-46.796214,19,2230.3
151,-23.589401,-46.796075,20,2254.5
151,-23.589844,-46.795785,21,2311.8
151,-23.590296,-46.795377,22,2376.9
151,-23.590640,-46.795163,23,2420.9
151,-23.591073,-46.795077,24,2469.6
151,-23.591683,-46.795056,25,2537.1
151,-23.592154,-46.795077,26,2589.4
151,-23.592558,-46.794873,27,2638.7
151,-23.593059,-46.794841,28,2694.3
151,-23.593590,-46.794809,29,2753.2
151,-23.594042,-46.794830,30,2803.3
151,-23.594662,-46.794487,31,2880.4
151,-23.594691,-46.794809,32,2913.4
151,-23.594376,-46.795453,33,2987.8
151,-23.594367,-46.795978,34,3041.4
151,-23.594278,-46.796246,35,3070.5
151,-23.594091,-46.796440,36,3099.1
151,-23.593688,-46.796558,37,3145.3
151,-23.593393,-46.796643,38,3179.2
151,-23.593698,-46.796558,39,3214.0
151,-23.594101,-46.796429,40,3260.6
151,-23.594268,-46.796257,41,3286.1
151,-23.594367,-46.795957,42,3318.6
151,-23.594376,-46.795453,43,3370.1
151,-23.594701,-46.794809,44,3445.0
151,-23.594662,-46.794487,45,3478.1
151,-23.595251,-46.793993,46,3560.6
151,-23.595566,-46.793832,47,3599.1
151,-23.595664,-46.793918,48,3613.1
151,-23.595890,-46.794036,49,3640.9
151,-23.596126,-46.793972,50,3667.8
151,-23.596392,-46.793757,51,3704.5
151,-23.596569,-46.794090,52,3743.7
151,-23.596844,-46.794755,53,3818.1
151,-23.597061,-46.795195,54,3869.0
151,-23.597365,-46.795281,55,3903.9
151,-23.597493,-46.795227,56,3919.1
152,-23.596067,-46.791848,1,0.0
152,-23.595812,-46.791955,2,30.4
152,-23.595428,-46.791751,3,77.6
152,-23.595251,-46.791461,4,113.1
152,-23.595202,-46.791064,5,154.0
152,-23.595163,-46.790549,6,206.7
152,-23.595212,-46.790131,7,249.8
152,-23.595251,-46.789831,8,280.8
152,-23.595183,-46.789562,9,309.2
152,-23.594445,-46.789037,10,406.9
152,-23.594091,-46.790925,11,603.6
152,-23.593993,-46.791408,12,654.0
152,-23.593767,-46.791536,13,682.3
152,-23.592961,-46.791869,14,777.9
152,-23.592263,-46.792202,15,862.3
152,-23.591151,-46.792738,16,997.0
152,-23.589047,-46.793682,17,1249.2
152,-23.588684,-46.793865,18,1293.5
152,-23.588271,-46.793146,19,1380.0
152,-23.587912,-46.792459,20,1460.6
152,-23.588310,-46.792261,21,1509.1
152,-23.588792,-46.792030,22,1567.4
152,-23.589185,-46.791579,23,1630.8
152,-23.589760,-46.790877,24,1726.7
152,-23.590124,-46.790405,25,1789.5
152,-23.591299,-46.789187,26,1969.5
152,-23.591859,-46.788640,27,2053.0
152,-23.592449,-46.788093,28,2138.9
152,-23.593039,-46.787857,29,2208.6
152,-23.593521,-46.787663,30,2265.4
152,-23.593521,-46.787857,31,2285.2
152,-23.592666,-46.788264,32,2388.6
152,-23.591899,-46.788972,33,2500.2
152,-23.590326,-46.790485,34,2733.0
152,-23.589569,-46.791472,35,2864.0
152,-23.589097,-46.792105,36,2947.2
152,-23.588831,-46.792277,37,2981.4
152,-23.588010,-46.792658,38,3080.3
153,-23.639045,-46.642395,1,0.0
153,-23.639585,-46.642782,2,71.7
153,-23.640037,-46.643018,3,127.2
153,-23.640607,-46.643307,4,196.9
153,-23.641521,-46.643672,5,304.8
153,-23.642504,-46.644080,6,421.3
153,-23.642828,-46.644187,7,458.9
153,-23.643281,-46.644305,8,510.4
153,-23.643831,-46.644380,9,571.8
153,-23.645236,-46.644488,10,727.9
153,-23.645738,-46.644573,11,784.1
153,-23.646367,-46.644702,12,854.9
153,-23.647064,-46.644960,13,936.6
153,-23.647900,-46.645367,14,1038.0
153,-23.648863,-46.645979,15,1161.6
153,-23.649787,-46.646569,16,1280.3
153,-23.651222,-46.647449,17,1462.8
153,-23.651801,-46.647781,18,1535.4
153,-23.651988,-46.648071,19,1571.5
154,-23.672801,-46.630690,1,0.0
154,-23.672359,-46.630915,2,54.1
154,-23.671632,-46.631377,3,147.4
